,Loyalty#,First Name,Last Name,Customer Name,Country,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType
7483,517129,Omega,Mainor,Omega Mainor,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,female,College,Urban,0.0,Single,Nova,9/9/2016,7/24/2017,6980.33,Standard
7484,747655,Alexander,Bega,Alexander Bega,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Suburban,34835.0,Married,Nova,4/3/2015,,6981.08,Standard
7485,190561,Maude,Babu,Maude Babu,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Bachelor,Rural,22436.0,Married,Nova,7/7/2015,,6988.4,Standard
7486,997653,Astrid,Lingenfelter,Astrid Lingenfelter,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,College,Rural,0.0,Single,Nova,10/26/2019,6/26/2020,6990.69,Standard
7487,305150,Madison,Gallaugher,Madison Gallaugher,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Suburban,22568.0,Married,Nova,5/14/2016,,6990.92,Standard
7488,918053,Sadie,Voelkerding,Sadie Voelkerding,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Bachelor,Suburban,55873.0,Married,Nova,3/6/2017,,6997.01,Standard
7489,948831,Lavonne,Petruzzelli,Lavonne Petruzzelli,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,College,Rural,0.0,Single,Nova,7/22/2019,,7007.27,Standard
7490,726684,Desirae,Bowsher,Desirae Bowsher,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Master,Rural,26806.0,Married,Nova,8/26/2018,,7019.18,Standard
7491,590936,Letha,Covotta,Letha Covotta,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Urban,48117.0,Married,Nova,10/31/2016,,7025.65,Standard
7492,806348,Shante,Heuwinkel,Shante Heuwinkel,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,College,Urban,0.0,Single,Nova,3/16/2017,5/3/2021,7027.76,Standard
7493,480021,Tracee,Pepperman,Tracee Pepperman,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,female,High School or Below,Urban,18120.0,Married,Nova,4/10/2019,5/11/2020,7028.94,Standard
7494,953341,Brant,Seltrecht,Brant Seltrecht,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,High School or Below,Suburban,18120.0,Married,Nova,2/18/2016,,7028.94,Standard
7495,682840,Elza,Aono,Elza Aono,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Suburban,23158.0,Married,Nova,12/23/2018,,7034.35,Standard
7496,733434,Elba,Herl,Elba Herl,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,male,Bachelor,Suburban,24239.0,Married,Nova,9/15/2018,2/14/2019,7039.26,Standard
7497,446662,Marisha,Gersten,Marisha Gersten,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,College,Rural,0.0,Married,Nova,11/14/2021,,7046.48,Standard
7498,863809,Bert,Filarecki,Bert Filarecki,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,Doctor,Rural,20416.0,Married,Nova,1/23/2021,9/23/2021,7048.54,Standard
7499,190256,Patti,Medrano,Patti Medrano,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Bachelor,Urban,52982.0,Divorced,Nova,6/23/2015,,7053.3,Standard
7500,411272,Alida,Reimel,Alida Reimel,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,female,College,Urban,0.0,Single,Nova,10/2/2021,,7055.96,Standard
7501,480389,Melvina,Angotti,Melvina Angotti,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,male,Bachelor,Suburban,52447.0,Single,Nova,4/29/2021,12/29/2021,7057.46,2021 Promotion
7502,388624,Ema,Abatti,Ema Abatti,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Rural,37840.0,Married,Nova,5/20/2020,,7057.89,Standard
7503,712132,Magdalena,Deschaine,Magdalena Deschaine,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Bachelor,Suburban,63867.0,Married,Nova,7/15/2018,5/31/2019,7069.74,Standard
7504,367511,Maryrose,Corsello,Maryrose Corsello,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Bachelor,Suburban,94508.0,Married,Nova,3/6/2019,,7074.4,Standard
7505,771667,Krishna,Handzlik,Krishna Handzlik,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Rural,23222.0,Married,Nova,4/10/2017,,7078.95,Standard
7506,333595,Lan,Viar,Lan Viar,Canada,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,female,Bachelor,Suburban,24450.0,Married,Nova,7/5/2017,,7079.17,2021 Promotion
7507,891647,Elton,Poplawski,Elton Poplawski,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Doctor,Suburban,24245.0,Married,Nova,12/21/2018,,7079.79,Standard
7508,483623,Danny,Lindroth,Danny Lindroth,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Bachelor,Rural,53310.0,Divorced,Nova,1/24/2018,,7082.83,Standard
7509,313477,Temika,Marbley,Temika Marbley,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,male,Bachelor,Urban,41449.0,Married,Nova,7/12/2016,,7083.21,Standard
7510,399666,Anthony,Agamao,Anthony Agamao,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,College,Rural,0.0,Single,Nova,10/8/2020,,7086.18,Standard
7511,813439,Onita,Trueheart,Onita Trueheart,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Bachelor,Rural,45254.0,Divorced,Nova,3/10/2017,,7090.47,Standard
7512,295533,Senaida,Knauer,Senaida Knauer,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,College,Suburban,0.0,Single,Nova,8/17/2016,,7091.74,Standard
7513,829162,Berta,Kabigting,Berta Kabigting,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,College,Rural,0.0,Single,Nova,1/25/2017,,7091.74,Standard
7514,477598,Myrl,Bantillan,Myrl Bantillan,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Bachelor,Urban,35173.0,Married,Nova,12/28/2019,,7092.64,Standard
7515,123773,Delpha,Icard,Delpha Icard,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Rural,72878.0,Married,Nova,11/16/2015,,7094.16,Standard
7516,729542,Lester,Patrylak,Lester Patrylak,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,Bachelor,Rural,67735.0,Married,Nova,9/24/2018,5/24/2019,7096.6,Standard
7517,352809,Katia,Phlegm,Katia Phlegm,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Urban,37511.0,Married,Nova,4/6/2021,,7098.02,2021 Promotion
7518,513778,Alyse,Racicot,Alyse Racicot,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,female,Bachelor,Rural,37511.0,Married,Nova,10/1/2018,,7098.02,Standard
7519,324662,Marilu,Urbino,Marilu Urbino,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,College,Urban,0.0,Single,Nova,5/2/2017,,7098.91,Standard
7520,394248,Imelda,Saab,Imelda Saab,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,College,Rural,0.0,Married,Nova,12/14/2015,,7107.66,Standard
7521,640555,Bess,Jaworowski,Bess Jaworowski,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Bachelor,Suburban,92423.0,Married,Nova,10/18/2015,,7109.34,Standard
7522,286370,Santiago,Saroukos,Santiago Saroukos,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,College,Rural,0.0,Single,Nova,2/25/2017,,7116.55,Standard
7523,902298,Jerrell,Marreo,Jerrell Marreo,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,College,Rural,0.0,Single,Nova,11/26/2017,,7116.55,Standard
7524,655480,Edna,Ivins,Edna Ivins,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,College,Rural,0.0,Married,Nova,10/2/2019,,7121.08,Standard
7525,975944,Deirdre,Powley,Deirdre Powley,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Rural,21835.0,Married,Nova,4/19/2016,,7123.08,Standard
7526,500115,Vivian,Cheney,Vivian Cheney,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Bachelor,Suburban,61233.0,Married,Nova,6/30/2021,,7124.2,Standard
7527,724139,Janita,Muehlman,Janita Muehlman,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,Bachelor,Rural,30895.0,Divorced,Nova,12/16/2017,,7126.47,Standard
7528,983713,Danuta,Fieser,Danuta Fieser,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,female,High School or Below,Rural,17483.0,Married,Nova,7/22/2015,,7126.6,Standard
7529,918984,Sharla,Cordia,Sharla Cordia,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Doctor,Rural,12062.0,Single,Nova,5/22/2019,,7130.29,Standard
7530,989478,Leonie,Ricketts,Leonie Ricketts,Canada,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,male,College,Suburban,0.0,Single,Nova,10/31/2019,,7131.73,Standard
7531,548390,Sherlyn,Meroney,Sherlyn Meroney,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,Doctor,Urban,19794.0,Married,Nova,4/16/2021,,7138.17,2021 Promotion
7532,837327,Ollie,Simpon,Ollie Simpon,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,female,Bachelor,Rural,92681.0,Divorced,Nova,3/7/2017,10/3/2019,7145.3,Standard
7533,861558,Mackenzie,Skrabanek,Mackenzie Skrabanek,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Bachelor,Urban,92681.0,Divorced,Nova,10/23/2017,,7145.3,Standard
7534,487901,Vivian,Mcmurtry,Vivian Mcmurtry,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Suburban,87454.0,Married,Nova,12/27/2016,,7147.62,Standard
7535,579684,Valrie,Gruzinsky,Valrie Gruzinsky,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Urban,87454.0,Married,Nova,10/27/2018,3/16/2021,7147.62,Standard
7536,142545,Ayana,Gambold,Ayana Gambold,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,Bachelor,Suburban,51791.0,Married,Nova,4/30/2016,,7148.33,Standard
7537,141181,Waneta,Macnamara,Waneta Macnamara,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Rural,63651.0,Single,Nova,11/28/2018,,7150.23,Standard
7538,336127,Val,Weisbaum,Val Weisbaum,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,male,Bachelor,Urban,63651.0,Single,Nova,4/26/2017,,7150.23,Standard
7539,796990,Leslie,Leonhard,Leslie Leonhard,Canada,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,male,Bachelor,Suburban,59522.0,Married,Nova,7/16/2020,,7153.67,Standard
7540,513125,Isadora,Yoeckel,Isadora Yoeckel,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,Bachelor,Suburban,28204.0,Married,Nova,9/4/2017,,7154.09,Standard
7541,907015,Mitch,Dudzinski,Mitch Dudzinski,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,female,Bachelor,Urban,28204.0,Married,Nova,5/13/2021,,7154.09,Standard
7542,923336,Euna,Coward,Euna Coward,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,Doctor,Urban,16916.0,Married,Nova,1/31/2018,,7155.34,Standard
7543,915243,Avelina,Groshong,Avelina Groshong,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,Bachelor,Urban,76506.0,Divorced,Nova,6/16/2020,2/16/2021,7155.47,Standard
7544,434657,Lucilla,Rijo,Lucilla Rijo,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Suburban,44527.0,Married,Nova,4/8/2019,3/20/2021,7163.8,Standard
7545,142749,Gilbert,Bandley,Gilbert Bandley,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,Bachelor,Rural,46623.0,Divorced,Nova,12/7/2015,,7164.4,Standard
7546,102168,Edwina,Marsee,Edwina Marsee,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,female,Bachelor,Urban,59253.0,Divorced,Nova,1/4/2021,,7166.34,Standard
7547,242839,Aja,Hadson,Aja Hadson,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,Bachelor,Suburban,75217.0,Single,Nova,7/4/2015,,7173.91,Standard
7548,920326,Minnie,Aland,Minnie Aland,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Rural,27071.0,Divorced,Nova,2/24/2021,,7176.59,2021 Promotion
7549,775678,Cherry,Milroy,Cherry Milroy,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,female,Bachelor,Urban,23179.0,Divorced,Nova,11/29/2021,,7179.23,Standard
7550,356561,Rusty,Lomen,Rusty Lomen,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,female,Bachelor,Rural,34161.0,Married,Nova,8/2/2019,,7180.27,Standard
7551,245929,Nila,Rapone,Nila Rapone,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,College,Rural,0.0,Single,Nova,2/28/2018,,7180.28,Standard
7552,932249,Casimira,Arnaudet,Casimira Arnaudet,Canada,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,male,High School or Below,Rural,14390.0,Single,Nova,11/20/2015,,7183.07,Standard
7553,264308,Joey,Picardi,Joey Picardi,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Bachelor,Urban,63741.0,Single,Nova,2/8/2018,,7185.67,Standard
7554,320414,Hollie,Hanf,Hollie Hanf,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Bachelor,Suburban,63741.0,Single,Nova,12/22/2020,,7185.67,Standard
7555,395639,Ping,Betz,Ping Betz,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,High School or Below,Suburban,13542.0,Married,Nova,7/10/2018,,7188.29,Standard
7556,589745,Corina,Schwarzenbach,Corina Schwarzenbach,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,female,High School or Below,Rural,13542.0,Married,Nova,1/20/2016,,7188.29,Standard
7557,986018,Deirdre,Celenza,Deirdre Celenza,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,College,Suburban,0.0,Married,Nova,1/26/2017,8/27/2021,7188.61,Standard
7558,369658,Cecelia,Skubik,Cecelia Skubik,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Suburban,75838.0,Single,Nova,4/28/2016,,7189.11,Standard
7559,262374,Sixta,Wahlenmaier,Sixta Wahlenmaier,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,College,Urban,0.0,Married,Nova,7/24/2019,,7191.83,Standard
7560,252782,Garret,Walterman,Garret Walterman,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,male,College,Suburban,0.0,Single,Nova,3/29/2016,,7194.23,Standard
7561,482711,Geraldo,Velarde,Geraldo Velarde,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Doctor,Rural,28245.0,Married,Nova,10/23/2018,,7200.57,Standard
7562,486112,Carter,Boakye,Carter Boakye,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,College,Rural,0.0,Married,Nova,1/26/2021,,7200.66,Standard
7563,685608,Elisabeth,Ojano,Elisabeth Ojano,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,College,Urban,0.0,Married,Nova,11/22/2019,,7200.66,Standard
7564,663072,Regina,Massed,Regina Massed,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,male,College,Suburban,0.0,Single,Nova,2/11/2016,10/13/2017,7209.09,Standard
7565,743335,Salvador,Mugrage,Salvador Mugrage,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,College,Suburban,0.0,Married,Nova,9/25/2021,,7212.52,Standard
7566,187710,Matthew,Kopchick,Matthew Kopchick,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,College,Urban,0.0,Single,Nova,9/28/2019,,7216.1,Standard
7567,546259,Brianna,Eisley,Brianna Eisley,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,male,Bachelor,Suburban,32312.0,Married,Nova,3/1/2020,5/21/2019,7218.02,Standard
7568,847724,Luise,Dorosky,Luise Dorosky,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,College,Urban,0.0,Single,Nova,1/23/2017,,7218.09,Standard
7569,326724,Belen,Brumble,Belen Brumble,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,Bachelor,Rural,95058.0,Married,Nova,3/15/2016,,7218.16,Standard
7570,222425,Ingrid,Louato,Ingrid Louato,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Bachelor,Rural,33811.0,Married,Nova,11/8/2018,7/8/2019,7221.15,Standard
7571,594626,Alyson,Falzon,Alyson Falzon,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,Bachelor,Rural,33811.0,Married,Nova,12/6/2017,6/4/2019,7221.15,Standard
7572,466862,Chrissy,Demartino,Chrissy Demartino,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,College,Rural,0.0,Married,Nova,2/4/2018,,7224.24,Standard
7573,194694,Jeromy,Lemick,Jeromy Lemick,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Bachelor,Suburban,40153.0,Single,Nova,2/27/2017,,7227.12,Standard
7574,456436,Randall,Erazo,Randall Erazo,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,Bachelor,Rural,60345.0,Single,Nova,9/11/2016,,7229.33,Standard
7575,698647,Edris,Lupien,Edris Lupien,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Bachelor,Suburban,94550.0,Single,Nova,3/13/2016,,7233.54,Standard
7576,566640,Lara,Yudell,Lara Yudell,Canada,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,female,College,Rural,0.0,Married,Nova,5/9/2019,,7236.13,Standard
7577,453034,Jackie,Gotthardt,Jackie Gotthardt,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,College,Urban,0.0,Married,Nova,5/2/2016,,7238.5,Standard
7578,590647,Lacie,Ingraffea,Lacie Ingraffea,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Rural,41951.0,Married,Nova,7/6/2016,,7243.87,Standard
7579,684776,Julio,Grussendorf,Julio Grussendorf,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,Bachelor,Suburban,41951.0,Married,Nova,11/5/2017,,7243.87,Standard
7580,346090,Leida,Follette,Leida Follette,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,College,Urban,0.0,Married,Nova,11/6/2015,,7247.5,2021 Promotion
7581,508934,Hershel,Musquiz,Hershel Musquiz,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Bachelor,Urban,86122.0,Married,Nova,9/22/2016,,7247.71,Standard
7582,885888,Bobbye,Margolin,Bobbye Margolin,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Suburban,23541.0,Married,Nova,2/22/2016,,7247.74,Standard
7583,332716,Werner,Descoteau,Werner Descoteau,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,male,College,Rural,0.0,Single,Nova,5/1/2020,,7250.03,Standard
7584,412995,Lyn,Belmonte,Lyn Belmonte,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Bachelor,Urban,67352.0,Married,Nova,3/18/2020,,7255.14,Standard
7585,478373,Maybelle,Ogaldez,Maybelle Ogaldez,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,female,Bachelor,Urban,67352.0,Married,Nova,11/19/2017,,7255.14,Standard
7586,649487,Cecila,Robin,Cecila Robin,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,College,Rural,0.0,Single,Nova,5/24/2020,1/24/2021,7261.62,Standard
7587,250422,Karri,Tassoni,Karri Tassoni,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,High School or Below,Suburban,12075.0,Married,Nova,8/18/2015,,7264.8,Standard
7588,793801,Susan,Goldfuss,Susan Goldfuss,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Suburban,24445.0,Single,Nova,4/2/2016,4/9/2017,7268.74,Standard
7589,872069,Kelle,Kettlewell,Kelle Kettlewell,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,male,Bachelor,Rural,20407.0,Married,Nova,10/30/2020,4/16/2021,7269.34,Standard
7590,501217,Roger,Mrkvicka,Roger Mrkvicka,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,Bachelor,Suburban,27984.0,Married,Nova,11/11/2021,,7275.92,Standard
7591,875473,Marivel,Lingelbach,Marivel Lingelbach,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Suburban,27984.0,Married,Nova,1/3/2021,,7275.92,Standard
7592,275933,Max,Lepez,Max Lepez,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,Bachelor,Urban,32627.0,Single,Nova,11/24/2020,,7280.3,Standard
7593,312248,Corinne,Ehman,Corinne Ehman,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,male,Bachelor,Rural,32627.0,Single,Nova,9/25/2015,,7280.3,Standard
7594,923041,Deedee,Wiegert,Deedee Wiegert,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Urban,50886.0,Single,Nova,5/3/2016,,7282.22,Standard
7595,592485,Paris,Ruesink,Paris Ruesink,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Rural,40858.0,Married,Nova,9/11/2015,,7282.97,Standard
7596,940256,Jeremiah,Borromeo,Jeremiah Borromeo,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,male,Bachelor,Suburban,40858.0,Married,Nova,1/22/2018,,7282.97,Standard
7597,185013,Wendie,Buckingham,Wendie Buckingham,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Bachelor,Rural,67780.0,Divorced,Nova,2/26/2018,,7284.36,Standard
7598,127827,Fransisca,Barientos,Fransisca Barientos,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,Bachelor,Urban,44605.0,Married,Nova,12/4/2016,,7284.45,Standard
7599,566957,Lesa,Honohan,Lesa Honohan,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Urban,44788.0,Married,Nova,2/15/2018,,7285.03,Standard
7600,570920,Roland,Woolfolk,Roland Woolfolk,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,male,Bachelor,Rural,44788.0,Married,Nova,7/6/2018,,7285.03,2021 Promotion
7601,693528,Nisha,Forker,Nisha Forker,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,Bachelor,Urban,44788.0,Married,Nova,12/6/2020,,7285.03,Standard
7602,382739,Kimberley,Climer,Kimberley Climer,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,College,Rural,0.0,Single,Nova,3/26/2021,,7286.16,2021 Promotion
7603,117725,Roy,Difranco,Roy Difranco,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,Bachelor,Urban,65870.0,Married,Nova,7/26/2016,2/8/2017,7286.79,Standard
7604,345931,Melissa,Fearn,Melissa Fearn,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Urban,84629.0,Married,Nova,12/3/2018,,7291.6,Standard
7605,637927,Novella,Goldklang,Novella Goldklang,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,College,Suburban,0.0,Married,Nova,9/27/2021,,7292.91,Standard
7606,861191,Tish,Zehnder,Tish Zehnder,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,College,Urban,0.0,Single,Nova,8/13/2016,,7294.49,Standard
7607,548883,Barb,Tobery,Barb Tobery,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,College,Suburban,0.0,Divorced,Nova,12/15/2017,8/15/2018,7294.85,Standard
7608,769891,Sherlene,Schul,Sherlene Schul,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,College,Rural,0.0,Divorced,Nova,10/18/2015,,7294.85,Standard
7609,926175,Rosetta,Serafine,Rosetta Serafine,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,Bachelor,Urban,34062.0,Married,Nova,10/13/2016,,7295.33,Standard
7610,868830,Alva,Bouvier,Alva Bouvier,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Doctor,Rural,18884.0,Divorced,Nova,11/7/2017,12/27/2020,7296.54,Standard
7611,939320,Tamera,Mittelman,Tamera Mittelman,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Doctor,Urban,18884.0,Divorced,Nova,3/28/2021,11/28/2021,7296.54,2021 Promotion
7612,431020,Trish,Mork,Trish Mork,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,College,Rural,0.0,Divorced,Nova,12/12/2016,,7304.16,Standard
7613,444218,Caroline,Destefano,Caroline Destefano,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Bachelor,Rural,41025.0,Married,Nova,11/5/2021,,7304.4,Standard
7614,693913,Tiffiny,Leza,Tiffiny Leza,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Bachelor,Urban,83221.0,Married,Nova,10/5/2019,,7305.94,Standard
7615,895180,Gail,Bisbee,Gail Bisbee,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,Bachelor,Urban,83221.0,Married,Nova,11/4/2018,7/4/2019,7305.94,Standard
7616,244721,Tonisha,Callander,Tonisha Callander,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,Bachelor,Rural,31115.0,Married,Nova,8/2/2021,,7308.43,Standard
7617,208329,Carey,Mavro,Carey Mavro,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,male,Bachelor,Suburban,24083.0,Divorced,Nova,9/22/2015,,7317.01,Standard
7618,490562,Kindra,Racicot,Kindra Racicot,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,male,Bachelor,Suburban,57777.0,Married,Nova,10/7/2020,,7319.58,Standard
